Zeit von [CET/CEST];Zeit bis [CET/CEST];Wind [MW];Solar [MW];Biomasse [MW];Gas [MW];Kohle [MW];Öl [MW];Geothermie [MW];Pumpspeicher [MW];Lauf- und Schwellwasser [MW];Speicher [MW];Sonstige Erneuerbare [MW];Müll [MW];Andere [MW]
23.05.2023 20:45:00;23.05.2023 21:00:00;524,000;0,000;84,000;0,400;0,000;0,000;0,072;1884,800;5629,600;973,200;0,000;100,000;22,000
23.05.2023 21:00:00;23.05.2023 21:15:00;536,000;0,000;84,000;0,400;0,000;0,000;0,072;1877,600;5642,400;1096,000;0,000;100,000;22,000
23.05.2023 21:15:00;23.05.2023 21:30:00;668,000;0,000;84,000;0,000;0,000;0,000;0,072;1861,200;5588,800;1064,000;0,000;100,000;22,000
23.05.2023 21:30:00;23.05.2023 21:45:00;660,000;0,000;84,000;0,000;0,000;0,000;0,072;1826,800;5622,800;968,400;0,000;100,000;22,000
23.05.2023 21:45:00;23.05.2023 22:00:00;852,000;0,000;84,000;0,000;0,000;0,000;0,072;1677,600;5526,800;814,400;0,000;100,000;22,000
23.05.2023 22:00:00;23.05.2023 22:15:00;924,000;0,000;88,000;0,000;0,000;0,000;0,072;1270,400;5564,000;930,400;0,000;100,000;22,000
23.05.2023 22:15:00;23.05.2023 22:30:00;920,000;0,000;84,000;0,400;0,000;0,000;0,072;1209,600;5610,800;887,600;0,000;100,000;22,000
23.05.2023 22:30:00;23.05.2023 22:45:00;996,000;0,000;84,000;0,400;0,000;0,000;0,072;1160,800;5531,200;854,400;0,000;100,000;22,000
23.05.2023 22:45:00;23.05.2023 23:00:00;944,000;0,000;84,000;0,400;0,000;0,000;0,072;1043,200;5602,800;749,200;0,000;100,000;22,000
23.05.2023 23:00:00;23.05.2023 23:15:00;1036,000;0,000;84,000;0,400;0,000;0,000;0,072;657,200;5663,200;798,800;0,000;100,000;22,000
23.05.2023 23:15:00;23.05.2023 23:30:00;1100,000;0,000;84,000;0,400;0,000;0,000;0,072;519,200;5669,200;761,200;0,000;100,000;22,000
23.05.2023 23:30:00;23.05.2023 23:45:00;1152,000;0,000;84,000;0,400;0,000;0,000;0,072;432,000;5646,000;690,400;0,000;100,000;22,000
23.05.2023 23:45:00;24.05.2023 00:00:00;1232,000;0,000;84,000;0,400;0,000;0,000;0,072;333,600;5596,400;625,600;0,000;100,000;22,000
24.05.2023 00:00:00;24.05.2023 00:15:00;1380,000;0,000;92,000;0,400;0,000;0,000;0,072;264,000;5557,200;680,000;0,000;100,000;22,000
24.05.2023 00:15:00;24.05.2023 00:30:00;1544,000;0,000;92,000;0,400;0,000;0,000;0,072;167,600;5502,800;614,400;0,000;100,000;22,000
24.05.2023 00:30:00;24.05.2023 00:45:00;1732,000;0,000;92,000;0,400;0,000;0,000;0,072;115,600;5437,600;552,000;0,000;100,000;22,000
24.05.2023 00:45:00;24.05.2023 01:00:00;1864,000;0,000;92,000;0,400;0,000;0,000;0,072;-1,200;5343,600;535,200;0,000;100,000;22,000
24.05.2023 01:00:00;24.05.2023 01:15:00;1784,000;0,000;92,000;0,400;0,000;0,000;0,072;-58,800;5429,600;565,600;0,000;100,000;22,000
24.05.2023 01:15:00;24.05.2023 01:30:00;1800,000;0,000;92,000;0,400;0,000;0,000;0,072;-168,800;5454,800;441,200;0,000;100,000;22,000
24.05.2023 01:30:00;24.05.2023 01:45:00;1756,000;0,000;92,000;0,400;0,000;0,000;0,072;-208,000;5462,400;445,200;0,000;100,000;22,000
24.05.2023 01:45:00;24.05.2023 02:00:00;1732,000;0,000;96,000;0,400;0,000;0,000;0,072;-253,600;5423,600;489,200;0,000;100,000;22,000
24.05.2023 02:00:00;24.05.2023 02:15:00;1760,000;0,000;96,000;0,400;0,000;0,000;0,072;-364,800;5475,600;602,000;0,000;100,000;22,000
24.05.2023 02:15:00;24.05.2023 02:30:00;1816,000;0,000;96,000;0,400;0,000;0,000;0,072;-267,200;5450,400;568,800;0,000;100,000;22,000
24.05.2023 02:30:00;24.05.2023 02:45:00;1824,000;0,000;96,000;0,400;0,000;0,000;0,072;-274,400;5420,800;583,200;0,000;100,000;22,000
24.05.2023 02:45:00;24.05.2023 03:00:00;1836,000;0,000;96,000;0,400;0,000;0,000;0,072;-284,800;5394,000;530,400;0,000;100,000;22,000
24.05.2023 03:00:00;24.05.2023 03:15:00;1844,000;0,000;96,000;0,400;0,000;0,000;0,072;-373,600;5395,200;414,400;0,000;100,000;22,000
24.05.2023 03:15:00;24.05.2023 03:30:00;1836,000;0,000;96,000;34,400;0,000;0,000;0,072;-467,600;5424,800;404,000;0,000;100,000;22,000
24.05.2023 03:30:00;24.05.2023 03:45:00;1744,000;0,000;96,000;113,200;0,000;0,000;0,072;-486,000;5414,000;387,600;0,000;100,000;22,000
24.05.2023 03:45:00;24.05.2023 04:00:00;1660,000;0,000;96,000;118,400;0,000;0,000;0,072;-479,600;5423,600;378,800;0,000;100,000;22,000
24.05.2023 04:00:00;24.05.2023 04:15:00;1576,000;0,000;96,000;131,600;0,000;0,000;0,072;-145,600;5456,400;414,800;0,000;100,000;22,000
24.05.2023 04:15:00;24.05.2023 04:30:00;1520,000;0,000;96,000;161,200;0,000;0,000;0,072;-14,800;5496,800;417,600;0,000;100,000;22,000
24.05.2023 04:30:00;24.05.2023 04:45:00;1528,000;0,000;96,000;214,400;0,000;0,000;0,072;30,800;5510,400;420,800;0,000;100,000;22,000
24.05.2023 04:45:00;24.05.2023 05:00:00;1484,000;0,000;96,000;291,200;0,000;0,000;0,072;75,200;5498,800;460,000;0,000;100,000;22,000
24.05.2023 05:00:00;24.05.2023 05:15:00;1472,000;0,000;96,000;298,000;0,000;0,000;0,072;201,600;5487,200;606,000;0,000;100,000;22,000
24.05.2023 05:15:00;24.05.2023 05:30:00;1452,000;36,000;96,000;333,600;0,000;0,000;0,072;261,200;5512,000;627,600;0,000;100,000;22,000
24.05.2023 05:30:00;24.05.2023 05:45:00;1400,000;56,000;96,000;470,400;0,000;0,000;0,072;368,400;5475,200;712,400;0,000;100,000;22,000
24.05.2023 05:45:00;24.05.2023 06:00:00;1384,000;52,000;96,000;487,600;0,000;0,000;0,072;668,400;5476,400;745,200;0,000;100,000;22,000
24.05.2023 06:00:00;24.05.2023 06:15:00;1300,000;56,000;92,000;628,800;0,000;0,000;0,072;1361,200;5455,200;699,600;0,000;100,000;22,000
24.05.2023 06:15:00;24.05.2023 06:30:00;1280,000;60,000;96,000;779,600;0,000;0,000;0,072;1556,400;5458,000;782,400;0,000;100,000;22,000
24.05.2023 06:30:00;24.05.2023 06:45:00;1204,000;72,000;96,000;787,200;0,000;0,000;0,072;1682,400;5464,800;824,400;0,000;100,000;22,000
24.05.2023 06:45:00;24.05.2023 07:00:00;1112,000;88,000;96,000;795,600;0,000;0,000;0,072;1879,600;5514,800;875,600;0,000;100,000;22,000
24.05.2023 07:00:00;24.05.2023 07:15:00;1080,000;112,000;96,000;794,000;0,000;0,000;0,072;2194,800;5509,600;907,200;0,000;100,000;22,000
24.05.2023 07:15:00;24.05.2023 07:30:00;1068,000;140,000;96,000;794,800;0,000;0,000;0,072;2236,400;5502,400;952,800;0,000;100,000;22,000
24.05.2023 07:30:00;24.05.2023 07:45:00;1068,000;168,000;96,000;792,800;0,000;0,000;0,072;2219,600;5510,000;997,600;0,000;100,000;22,000
24.05.2023 07:45:00;24.05.2023 08:00:00;1100,000;204,000;96,000;795,600;0,000;0,000;0,072;2186,000;5525,600;985,600;0,000;100,000;22,000
24.05.2023 08:00:00;24.05.2023 08:15:00;1068,000;240,000;96,000;799,200;0,000;0,000;0,072;2244,400;5538,000;944,400;0,000;100,000;22,000
24.05.2023 08:15:00;24.05.2023 08:30:00;1012,000;276,000;96,000;796,800;0,000;0,000;0,072;2349,600;5529,600;956,800;0,000;100,000;22,000
24.05.2023 08:30:00;24.05.2023 08:45:00;936,000;312,000;100,000;801,600;0,000;0,000;0,072;2391,200;5549,600;942,000;0,000;100,000;22,000
24.05.2023 08:45:00;24.05.2023 09:00:00;892,000;348,000;100,000;805,200;0,000;0,000;0,072;2397,600;5575,600;827,200;0,000;100,000;22,000
24.05.2023 09:00:00;24.05.2023 09:15:00;860,000;392,000;100,000;818,400;0,000;0,000;0,072;1258,400;5673,200;874,800;0,000;100,000;22,000
24.05.2023 09:15:00;24.05.2023 09:30:00;824,000;432,000;100,000;822,800;0,000;0,000;0,072;1154,800;5684,800;862,800;0,000;100,000;22,000
24.05.2023 09:30:00;24.05.2023 09:45:00;788,000;468,000;100,000;822,800;0,000;0,000;0,072;1120,800;5665,200;854,800;0,000;100,000;22,000
24.05.2023 09:45:00;24.05.2023 10:00:00;788,000;500,000;100,000;824,800;0,000;0,000;0,072;1065,600;5707,200;739,200;0,000;100,000;22,000
24.05.2023 10:00:00;24.05.2023 10:15:00;768,000;536,000;100,000;817,600;0,000;0,000;0,072;550,400;5782,800;817,200;0,000;100,000;22,000
24.05.2023 10:15:00;24.05.2023 10:30:00;756,000;576,000;104,000;819,600;0,000;0,000;0,072;496,000;5785,600;820,800;0,000;100,000;22,000
24.05.2023 10:30:00;24.05.2023 10:45:00;756,000;600,000;100,000;844,000;0,000;0,000;0,072;484,400;5812,400;824,800;0,000;100,000;22,000
24.05.2023 10:45:00;24.05.2023 11:00:00;780,000;612,000;100,000;850,000;0,000;0,000;0,072;466,800;5837,200;688,800;0,000;100,000;22,000
24.05.2023 11:00:00;24.05.2023 11:15:00;792,000;624,000;100,000;843,600;0,000;0,000;0,072;466,000;5870,400;526,000;0,000;100,000;22,000
24.05.2023 11:15:00;24.05.2023 11:30:00;764,000;636,000;100,000;824,800;0,000;0,000;0,072;491,600;5836,000;600,800;0,000;100,000;22,000
24.05.2023 11:30:00;24.05.2023 11:45:00;752,000;640,000;100,000;824,000;0,000;0,000;0,072;558,400;5834,000;542,400;0,000;100,000;22,000
24.05.2023 11:45:00;24.05.2023 12:00:00;728,000;636,000;100,000;826,000;0,000;0,000;0,072;606,800;5831,200;484,800;0,000;100,000;22,000
24.05.2023 12:00:00;24.05.2023 12:15:00;724,000;632,000;100,000;780,800;0,000;0,000;0,072;551,600;5866,800;537,200;0,000;100,000;22,000
24.05.2023 12:15:00;24.05.2023 12:30:00;676,000;636,000;100,000;731,600;0,000;0,000;0,072;589,600;5887,600;487,200;0,000;100,000;22,000
24.05.2023 12:30:00;24.05.2023 12:45:00;648,000;636,000;100,000;726,000;0,000;0,000;0,072;542,400;5905,600;491,200;0,000;100,000;22,000
24.05.2023 12:45:00;24.05.2023 13:00:00;616,000;632,000;100,000;724,400;0,000;0,000;0,072;594,800;5868,400;546,800;0,000;100,000;22,000
24.05.2023 13:00:00;24.05.2023 13:15:00;600,000;624,000;100,000;719,200;0,000;0,000;0,072;767,600;5824,800;756,000;0,000;100,000;22,000
24.05.2023 13:15:00;24.05.2023 13:30:00;620,000;620,000;100,000;721,600;0,000;0,000;0,072;798,800;5826,000;756,800;0,000;100,000;22,000
24.05.2023 13:30:00;24.05.2023 13:45:00;636,000;616,000;100,000;716,400;0,000;0,000;0,072;828,000;5807,600;716,000;0,000;100,000;22,000
24.05.2023 13:45:00;24.05.2023 14:00:00;672,000;616,000;100,000;709,600;0,000;0,000;0,072;812,000;5804,800;666,400;0,000;100,000;22,000
24.05.2023 14:00:00;24.05.2023 14:15:00;668,000;616,000;100,000;670,400;0,000;0,000;0,072;434,000;5849,200;646,400;0,000;100,000;22,000
24.05.2023 14:15:00;24.05.2023 14:30:00;688,000;616,000;100,000;680,000;0,000;0,000;0,072;381,600;5835,200;647,600;0,000;100,000;22,000
24.05.2023 14:30:00;24.05.2023 14:45:00;696,000;608,000;100,000;679,600;0,000;0,000;0,072;346,400;5812,000;720,400;0,000;100,000;22,000
24.05.2023 14:45:00;24.05.2023 15:00:00;732,000;596,000;100,000;673,600;0,000;0,000;0,072;340,800;5786,800;764,000;0,000;100,000;22,000
24.05.2023 15:00:00;24.05.2023 15:15:00;776,000;588,000;100,000;682,400;0,000;0,000;0,072;222,000;5806,000;501,200;0,000;100,000;22,000
24.05.2023 15:15:00;24.05.2023 15:30:00;800,000;580,000;96,000;678,800;0,000;0,000;0,072;256,400;5771,600;468,800;0,000;100,000;22,000
24.05.2023 15:30:00;24.05.2023 15:45:00;820,000;568,000;96,000;676,800;0,000;0,000;0,072;183,200;5752,800;474,000;0,000;100,000;22,000
24.05.2023 15:45:00;24.05.2023 16:00:00;828,000;548,000;96,000;674,800;0,000;0,000;0,072;185,600;5723,600;496,000;0,000;100,000;22,000
24.05.2023 16:00:00;24.05.2023 16:15:00;824,000;528,000;96,000;778,800;0,000;0,000;0,072;280,800;5675,200;622,000;0,000;100,000;22,000
24.05.2023 16:15:00;24.05.2023 16:30:00;824,000;512,000;96,000;799,200;0,000;0,000;0,072;253,600;5682,800;684,400;0,000;100,000;22,000
24.05.2023 16:30:00;24.05.2023 16:45:00;812,000;488,000;96,000;794,400;0,000;0,000;0,072;291,600;5658,000;786,800;0,000;100,000;22,000
24.05.2023 16:45:00;24.05.2023 17:00:00;756,000;464,000;96,000;795,200;0,000;0,000;0,072;302,400;5651,200;785,600;0,000;100,000;22,000
24.05.2023 17:00:00;24.05.2023 17:15:00;740,000;432,000;96,000;782,000;0,000;0,000;0,072;758,400;5571,600;828,800;0,000;100,000;22,000
24.05.2023 17:15:00;24.05.2023 17:30:00;752,000;404,000;96,000;796,000;0,000;0,000;0,072;823,200;5538,800;1012,800;0,000;100,000;22,000
24.05.2023 17:30:00;24.05.2023 17:45:00;732,000;364,000;96,000;792,400;0,000;0,000;0,072;820,800;5527,600;1044,000;0,000;100,000;22,000
24.05.2023 17:45:00;24.05.2023 18:00:00;744,000;320,000;96,000;792,400;0,000;0,000;0,072;844,400;5530,000;1060,000;0,000;100,000;22,000
24.05.2023 18:00:00;24.05.2023 18:15:00;748,000;268,000;96,000;789,200;0,000;0,000;0,072;1364,000;5499,600;1124,400;0,000;100,000;22,000
24.05.2023 18:15:00;24.05.2023 18:30:00;732,000;224,000;92,000;791,200;0,000;0,000;0,072;1435,600;5496,400;1222,400;0,000;100,000;22,000
24.05.2023 18:30:00;24.05.2023 18:45:00;716,000;188,000;92,000;788,400;0,000;0,000;0,072;1457,200;5496,000;1260,400;0,000;100,000;22,000
24.05.2023 18:45:00;24.05.2023 19:00:00;668,000;156,000;96,000;788,000;0,000;0,000;0,072;1674,800;5489,200;1278,800;0,000;100,000;22,000
24.05.2023 19:00:00;24.05.2023 19:15:00;632,000;124,000;92,000;779,200;0,000;0,000;0,072;2251,600;5445,600;1276,800;0,000;100,000;22,000
24.05.2023 19:15:00;24.05.2023 19:30:00;588,000;96,000;92,000;782,400;0,000;0,000;0,072;2370,400;5452,000;1236,400;0,000;100,000;22,000
24.05.2023 19:30:00;24.05.2023 19:45:00;580,000;80,000;92,000;781,600;0,000;0,000;0,072;2358,400;5459,200;1254,400;0,000;100,000;22,000
24.05.2023 19:45:00;24.05.2023 20:00:00;616,000;68,000;92,000;781,200;0,000;0,000;0,072;2330,400;5468,000;1260,400;0,000;100,000;22,000
24.05.2023 20:00:00;24.05.2023 20:15:00;676,000;60,000;92,000;780,400;0,000;0,000;0,072;2347,600;5466,800;1281,200;0,000;100,000;22,000
24.05.2023 20:15:00;24.05.2023 20:30:00;704,000;60,000;92,000;779,200;0,000;0,000;0,072;2340,000;5460,000;1266,800;0,000;100,000;22,000
24.05.2023 20:30:00;24.05.2023 20:45:00;680,000;24,000;92,000;783,200;0,000;0,000;0,072;2339,200;5480,000;1268,000;0,000;100,000;22,000
24.05.2023 20:45:00;24.05.2023 21:00:00;704,000;0,000;88,000;783,200;0,000;0,000;0,072;2280,000;5482,000;1251,200;0,000;100,000;22,000
24.05.2023 21:00:00;24.05.2023 21:15:00;768,000;0,000;88,000;784,400;0,000;0,000;0,072;1895,200;5491,200;1213,600;0,000;100,000;22,000
24.05.2023 21:15:00;24.05.2023 21:30:00;844,000;0,000;88,000;784,800;0,000;0,000;0,072;1750,400;5492,400;1198,000;0,000;100,000;22,000
24.05.2023 21:30:00;24.05.2023 21:45:00;888,000;0,000;88,000;784,400;0,000;0,000;0,072;1672,400;5489,200;1118,000;0,000;100,000;22,000
24.05.2023 21:45:00;24.05.2023 22:00:00;940,000;0,000;88,000;782,400;0,000;0,000;0,072;1600,400;5455,600;974,000;0,000;100,000;22,000
24.05.2023 22:00:00;24.05.2023 22:15:00;976,000;0,000;88,000;785,600;0,000;0,000;0,072;1692,800;5491,600;1053,600;0,000;100,000;22,000
24.05.2023 22:15:00;24.05.2023 22:30:00;1020,000;0,000;88,000;788,000;0,000;0,000;0,072;1638,000;5503,200;1009,600;0,000;100,000;22,000
24.05.2023 22:30:00;24.05.2023 22:45:00;1036,000;0,000;88,000;785,600;0,000;0,000;0,072;1534,800;5494,000;901,600;0,000;100,000;22,000
24.05.2023 22:45:00;24.05.2023 23:00:00;1060,000;0,000;88,000;787,200;0,000;0,000;0,072;1520,400;5487,600;819,200;0,000;100,000;22,000
24.05.2023 23:00:00;24.05.2023 23:15:00;1084,000;0,000;88,000;788,400;0,000;0,000;0,072;708,400;5529,200;927,200;0,000;100,000;22,000
24.05.2023 23:15:00;24.05.2023 23:30:00;1108,000;0,000;88,000;789,200;0,000;0,000;0,072;612,800;5528,000;886,400;0,000;100,000;22,000
24.05.2023 23:30:00;24.05.2023 23:45:00;1112,000;0,000;88,000;790,400;0,000;0,000;0,072;597,200;5532,800;758,000;0,000;100,000;22,000
24.05.2023 23:45:00;25.05.2023 00:00:00;1156,000;0,000;88,000;785,600;0,000;0,000;0,072;626,800;5482,800;743,600;0,000;100,000;22,000
25.05.2023 00:00:00;25.05.2023 00:15:00;1184,000;0,000;88,000;783,200;0,000;0,000;0,072;1559,600;5493,200;795,200;0,000;100,000;22,000
25.05.2023 00:15:00;25.05.2023 00:30:00;1224,000;0,000;88,000;784,800;0,000;0,000;0,072;1628,000;5505,200;796,400;0,000;100,000;22,000
25.05.2023 00:30:00;25.05.2023 00:45:00;1296,000;0,000;88,000;784,400;0,000;0,000;0,072;1596,400;5507,200;763,600;0,000;100,000;22,000
25.05.2023 00:45:00;25.05.2023 01:00:00;1400,000;0,000;88,000;782,400;0,000;0,000;0,072;1482,400;5502,400;747,600;0,000;100,000;22,000
25.05.2023 01:00:00;25.05.2023 01:15:00;1476,000;0,000;88,000;789,600;0,000;0,000;0,072;779,200;5510,000;749,600;0,000;100,000;22,000
25.05.2023 01:15:00;25.05.2023 01:30:00;1496,000;0,000;88,000;785,200;0,000;0,000;0,072;663,600;5500,400;701,200;0,000;100,000;22,000
25.05.2023 01:30:00;25.05.2023 01:45:00;1500,000;0,000;88,000;784,400;0,000;0,000;0,072;640,000;5484,400;609,600;0,000;100,000;22,000
25.05.2023 01:45:00;25.05.2023 02:00:00;1488,000;0,000;92,000;762,000;0,000;0,000;0,072;597,200;5467,200;530,800;0,000;100,000;22,000
25.05.2023 02:00:00;25.05.2023 02:15:00;1480,000;0,000;92,000;772,800;0,000;0,000;0,072;305,200;5502,800;496,000;0,000;100,000;22,000
25.05.2023 02:15:00;25.05.2023 02:30:00;1444,000;0,000;92,000;777,200;0,000;0,000;0,072;221,600;5518,800;406,400;0,000;100,000;22,000
25.05.2023 02:30:00;25.05.2023 02:45:00;1428,000;0,000;92,000;772,800;0,000;0,000;0,072;280,400;5496,800;384,000;0,000;100,000;22,000
25.05.2023 02:45:00;25.05.2023 03:00:00;1344,000;0,000;92,000;777,200;0,000;0,000;0,072;206,000;5504,400;420,800;0,000;100,000;22,000
25.05.2023 03:00:00;25.05.2023 03:15:00;1292,000;0,000;92,000;784,400;0,000;0,000;0,072;245,600;5513,200;530,000;0,000;100,000;22,000
25.05.2023 03:15:00;25.05.2023 03:30:00;1328,000;0,000;92,000;788,800;0,000;0,000;0,072;235,200;5505,600;538,400;0,000;100,000;22,000
25.05.2023 03:30:00;25.05.2023 03:45:00;1352,000;0,000;92,000;788,400;0,000;0,000;0,072;198,800;5508,800;546,000;0,000;100,000;22,000
25.05.2023 03:45:00;25.05.2023 04:00:00;1416,000;0,000;92,000;787,600;0,000;0,000;0,072;184,000;5481,200;551,600;0,000;100,000;22,000
25.05.2023 04:00:00;25.05.2023 04:15:00;1476,000;0,000;92,000;754,800;0,000;0,000;0,072;166,000;5494,400;514,400;0,000;100,000;22,000
25.05.2023 04:15:00;25.05.2023 04:30:00;1456,000;0,000;92,000;753,600;0,000;0,000;0,072;154,800;5519,200;520,400;0,000;100,000;22,000
25.05.2023 04:30:00;25.05.2023 04:45:00;1400,000;0,000;92,000;759,200;0,000;0,000;0,072;164,400;5567,200;520,000;0,000;100,000;22,000
25.05.2023 04:45:00;25.05.2023 05:00:00;1396,000;0,000;92,000;758,800;0,000;0,000;0,072;266,800;5557,600;576,000;0,000;100,000;22,000
25.05.2023 05:00:00;25.05.2023 05:15:00;1452,000;0,000;92,000;777,200;0,000;0,000;0,072;989,200;5482,000;635,600;0,000;100,000;22,000
25.05.2023 05:15:00;25.05.2023 05:30:00;1480,000;36,000;92,000;777,200;0,000;0,000;0,072;999,200;5448,800;719,600;0,000;100,000;22,000
25.05.2023 05:30:00;25.05.2023 05:45:00;1404,000;52,000;92,000;780,800;0,000;0,000;0,072;1069,200;5454,400;695,200;0,000;100,000;22,000
25.05.2023 05:45:00;25.05.2023 06:00:00;1292,000;52,000;88,000;786,400;0,000;0,000;0,072;1196,400;5500,000;737,200;0,000;100,000;22,000
25.05.2023 06:00:00;25.05.2023 06:15:00;1228,000;56,000;88,000;779,600;0,000;0,000;0,072;1572,400;5477,600;831,200;0,000;100,000;22,000
25.05.2023 06:15:00;25.05.2023 06:30:00;1208,000;68,000;88,000;787,600;0,000;0,000;0,072;1646,800;5556,000;983,200;0,000;100,000;22,000
25.05.2023 06:30:00;25.05.2023 06:45:00;1116,000;88,000;84,000;792,800;0,000;0,000;0,072;1741,200;5578,000;1010,800;0,000;100,000;22,000
25.05.2023 06:45:00;25.05.2023 07:00:00;1000,000;124,000;84,000;793,600;0,000;0,000;0,072;1825,600;5593,600;1059,600;0,000;100,000;22,000
25.05.2023 07:00:00;25.05.2023 07:15:00;884,000;164,000;84,000;795,600;0,000;0,000;0,072;1841,600;5607,200;1041,600;0,000;100,000;22,000
25.05.2023 07:15:00;25.05.2023 07:30:00;796,000;212,000;80,000;802,400;0,000;0,000;0,072;1906,000;5642,000;1019,600;0,000;100,000;22,000
25.05.2023 07:30:00;25.05.2023 07:45:00;712,000;268,000;80,000;805,200;0,000;0,000;0,072;1948,000;5666,000;1011,200;0,000;100,000;22,000
25.05.2023 07:45:00;25.05.2023 08:00:00;668,000;336,000;80,000;806,800;0,000;0,000;0,072;1947,200;5684,000;949,600;0,000;100,000;22,000
25.05.2023 08:00:00;25.05.2023 08:15:00;712,000;412,000;80,000;810,400;0,000;0,000;0,072;1957,200;5718,400;1061,600;0,000;100,000;22,000
25.05.2023 08:15:00;25.05.2023 08:30:00;760,000;488,000;80,000;814,000;0,000;0,000;0,072;1911,200;5733,600;1027,200;0,000;100,000;22,000
25.05.2023 08:30:00;25.05.2023 08:45:00;788,000;560,000;80,000;805,600;0,000;0,000;0,072;1866,000;5769,200;924,800;0,000;100,000;22,000
25.05.2023 08:45:00;25.05.2023 09:00:00;812,000;628,000;80,000;790,000;0,000;0,000;0,072;1760,400;5807,600;791,600;0,000;100,000;22,000
25.05.2023 09:00:00;25.05.2023 09:15:00;796,000;704,000;80,000;703,200;0,000;0,000;0,072;524,000;5940,400;696,800;0,000;100,000;22,000
25.05.2023 09:15:00;25.05.2023 09:30:00;788,000;776,000;80,000;689,200;0,000;0,000;0,072;392,000;5982,000;645,200;0,000;100,000;22,000
25.05.2023 09:30:00;25.05.2023 09:45:00;788,000;844,000;80,000;692,800;0,000;0,000;0,072;426,800;6005,200;530,000;0,000;100,000;22,000
25.05.2023 09:45:00;25.05.2023 10:00:00;816,000;908,000;80,000;569,200;0,000;0,000;0,072;346,000;6025,600;454,000;0,000;100,000;22,000
25.05.2023 10:00:00;25.05.2023 10:15:00;828,000;972,000;80,000;496,400;0,000;0,000;0,072;-164,800;6174,400;412,800;0,000;100,000;22,000
25.05.2023 10:15:00;25.05.2023 10:30:00;836,000;1036,000;80,000;430,800;0,000;0,000;0,072;-240,400;6191,600;470,000;0,000;100,000;22,000
25.05.2023 10:30:00;25.05.2023 10:45:00;852,000;1088,000;80,000;346,000;0,000;0,000;0,072;-270,400;6226,800;438,800;0,000;100,000;22,000
25.05.2023 10:45:00;25.05.2023 11:00:00;876,000;1132,000;80,000;207,600;0,000;0,000;0,072;-423,200;6290,400;453,600;0,000;100,000;22,000
25.05.2023 11:00:00;25.05.2023 11:15:00;904,000;1168,000;80,000;55,200;0,000;0,000;0,072;-1391,200;6190,800;343,600;0,000;100,000;22,000
25.05.2023 11:15:00;25.05.2023 11:30:00;940,000;1208,000;80,000;1,200;0,000;0,000;0,072;-1677,200;6209,600;349,200;0,000;100,000;22,000
25.05.2023 11:30:00;25.05.2023 11:45:00;852,000;1232,000;80,000;0,000;0,000;0,000;0,072;-1796,800;6225,200;381,600;0,000;100,000;22,000
25.05.2023 11:45:00;25.05.2023 12:00:00;844,000;1252,000;80,000;0,000;0,000;0,000;0,072;-1797,600;6230,000;386,400;0,000;100,000;22,000
25.05.2023 12:00:00;25.05.2023 12:15:00;884,000;1276,000;84,000;0,000;0,000;0,000;0,072;-1925,600;6179,200;357,600;0,000;100,000;22,000
25.05.2023 12:15:00;25.05.2023 12:30:00;796,000;1308,000;84,000;0,000;0,000;0,000;0,072;-1933,200;6107,600;373,600;0,000;100,000;22,000
25.05.2023 12:30:00;25.05.2023 12:45:00;752,000;1328,000;84,000;0,000;0,000;0,000;0,072;-1918,800;6095,600;343,200;0,000;100,000;22,000
25.05.2023 12:45:00;25.05.2023 13:00:00;756,000;1328,000;84,000;0,000;0,000;0,000;0,072;-1918,800;6070,000;304,400;0,000;100,000;22,000
25.05.2023 13:00:00;25.05.2023 13:15:00;724,000;1332,000;84,000;0,000;0,000;0,000;0,072;-1717,600;6163,200;347,200;0,000;100,000;22,000
25.05.2023 13:15:00;25.05.2023 13:30:00;700,000;1336,000;84,000;0,000;0,000;0,000;0,072;-1682,000;6119,600;350,000;0,000;100,000;22,000
25.05.2023 13:30:00;25.05.2023 13:45:00;628,000;1332,000;80,000;0,000;0,000;0,000;0,072;-1673,600;6130,800;357,200;0,000;100,000;22,000
25.05.2023 13:45:00;25.05.2023 14:00:00;604,000;1320,000;80,000;0,000;0,000;0,000;0,072;-1646,000;6119,200;372,800;0,000;100,000;22,000
25.05.2023 14:00:00;25.05.2023 14:15:00;632,000;1304,000;84,000;0,000;0,000;0,000;0,072;-1201,200;6231,200;441,200;0,000;100,000;22,000
25.05.2023 14:15:00;25.05.2023 14:30:00;628,000;1292,000;84,000;0,000;0,000;0,000;0,072;-1138,000;6276,800;415,600;0,000;100,000;22,000
25.05.2023 14:30:00;25.05.2023 14:45:00;588,000;1268,000;84,000;0,000;0,000;0,000;0,072;-1132,400;6215,600;381,600;0,000;100,000;22,000
25.05.2023 14:45:00;25.05.2023 15:00:00;568,000;1232,000;84,000;0,000;0,000;0,000;0,072;-1168,800;6170,400;415,600;0,000;100,000;22,000
25.05.2023 15:00:00;25.05.2023 15:15:00;576,000;1192,000;84,000;0,000;0,000;0,000;0,072;-1160,400;6178,000;429,600;0,000;100,000;22,000
25.05.2023 15:15:00;25.05.2023 15:30:00;652,000;1160,000;84,000;0,000;0,000;0,000;0,072;-1196,000;6100,000;402,800;0,000;100,000;22,000
25.05.2023 15:30:00;25.05.2023 15:45:00;704,000;1120,000;84,000;0,000;0,000;0,000;0,072;-1212,800;6087,200;392,800;0,000;100,000;22,000
